COUNTRY,CUSTOMER_NBR,MATERIAL_NBR,MONTH_YEAR,QUANTITY,UNIT
IN42,1045,1-00S862-L84-261-973,2021-03,0.0,EA
IN42,1045,1-00S862-L84-261-973,2021-04,0.0,EA
IN42,1045,1-00S862-L84-261-973,2021-05,0.0,EA
IN42,1045,1-00S862-L84-261-973,2021-06,0.0,EA
IN42,1045,1-00S862-L84-261-973,2021-07,0.0,EA
IN42,1045,1-00S862-L84-261-973,2021-08,0.0,EA
IN42,1045,1-00S862-L84-261-973,2021-09,0.0,EA
IN42,1045,1-00S862-L84-261-973,2021-10,0.0,EA
IN42,1045,1-00S862-L84-261-973,2021-11,0.0,EA
IN42,1045,1-00S862-L84-261-973,2021-12,10.0,EA
IN42,1045,1-00S862-L84-261-973,2022-01,0.0,EA
IN42,1045,1-00S862-L84-261-973,2022-02,0.0,EA
IN42,1045,1-00S862-L84-261-973,2022-03,10.0,EA
IN42,1045,1-00S862-L84-261-973,2022-04,0.0,EA
IN42,1045,1-00S968-L84-140-140,2019-02,984.0,EA
IN42,1045,1-00S968-L84-140-140,2019-03,624.0,EA
IN42,1045,1-00S968-L84-140-140,2019-04,7896.0,EA
IN42,1045,1-00S968-L84-140-140,2019-05,504.0,EA
IN42,1045,1-00S968-L84-140-140,2019-06,4440.0,EA
IN42,1045,1-00S968-L84-140-140,2019-07,7200.0,EA
IN42,1045,1-00S968-L84-140-140,2019-08,3965.0,EA
IN42,1045,1-00S968-L84-140-140,2019-09,2316.0,EA
IN42,1045,1-00S968-L84-140-140,2019-10,48.0,EA
IN42,1045,1-00S968-L84-140-140,2019-11,3600.0,EA
IN42,1045,1-00S968-L84-140-140,2019-12,6872.0,EA
IN42,1045,1-00S968-L84-140-140,2020-01,7019.0,EA
IN42,1045,1-00S968-L84-140-140,2020-02,803.0,EA
IN42,1045,1-00S968-L84-140-140,2020-03,3347.0,EA
IN42,1045,1-00S968-L84-140-140,2020-04,3504.0,EA
IN42,1045,1-00S968-L84-140-140,2020-05,7032.0,EA
IN42,1045,1-00S968-L84-140-140,2020-06,984.0,EA
IN42,1045,1-00S968-L84-140-140,2020-07,576.0,EA
IN42,1045,1-00S968-L84-140-140,2020-08,1368.0,EA
IN42,1045,1-00S968-L84-140-140,2020-09,1464.0,EA
IN42,1045,1-00S968-L84-140-140,2020-10,1536.0,EA
IN42,1045,1-00S968-L84-140-140,2020-11,864.0,EA
IN42,1045,1-00S968-L84-140-140,2020-12,6047.0,EA
IN42,1045,1-00S968-L84-140-140,2021-01,784.0,EA
IN42,1045,1-00S968-L84-140-140,2021-02,1567.0,EA
IN42,1045,1-00S968-L84-140-140,2021-03,3648.0,EA
IN42,1045,1-00S968-L84-140-140,2021-04,4560.0,EA
IN42,1045,1-00S968-L84-140-140,2021-05,2496.0,EA
IN42,1045,1-00S968-L84-140-140,2021-06,4008.0,EA
IN42,1045,1-00S968-L84-140-140,2021-07,3648.0,EA
IN42,1045,1-00S968-L84-140-140,2021-08,2784.0,EA
IN42,1045,1-00S968-L84-140-140,2021-09,3815.0,EA
IN42,1045,1-00S968-L84-140-140,2021-10,4330.0,EA
IN42,1045,1-00S968-L84-140-140,2021-11,3912.0,EA
IN42,1045,1-00S968-L84-140-140,2021-12,3392.0,EA
IN42,1045,1-00S968-L84-140-140,2022-01,5088.0,EA
IN42,1045,1-00S968-L84-140-140,2022-02,3888.0,EA
IN42,1045,1-00S968-L84-140-140,2022-03,6144.0,EA
IN42,1045,1-00S968-L84-140-140,2022-04,0.0,EA
IN42,1045,1-00S969-X84-B20-120,2021-09,108.0,EA
IN42,1045,1-00S969-X84-B20-120,2021-10,936.0,EA
IN42,1045,1-00S969-X84-B20-120,2021-11,180.0,EA
IN42,1045,1-00S969-X84-B20-120,2021-12,0.0,EA
IN42,1045,1-00S969-X84-B20-120,2022-01,36.0,EA
IN42,1045,1-00S969-X84-B20-120,2022-02,36.0,EA
IN42,1045,1-00S969-X84-B20-120,2022-03,180.0,EA
IN42,1045,1-00S969-X84-B20-120,2022-04,0.0,EA
IN42,1045,1-00S969-X84-B40-140,2020-09,32.0,EA
IN42,1045,1-00S969-X84-B40-140,2020-10,32.0,EA
IN42,1045,1-00S969-X84-B40-140,2020-11,0.0,EA
IN42,1045,1-00S969-X84-B40-140,2020-12,0.0,EA
IN42,1045,1-00S969-X84-B40-140,2021-01,0.0,EA
IN42,1045,1-00S969-X84-B40-140,2021-02,0.0,EA
IN42,1045,1-00S969-X84-B40-140,2021-03,,EA
IN42,1045,1-00S969-X84-B40-140,2021-04,32.0,EA
IN42,1045,1-00S969-X84-B40-140,2021-05,0.0,EA
IN42,1045,1-00S969-X84-B40-140,2021-06,0.0,EA
IN42,1045,1-00S969-X84-B40-140,2021-07,0.0,EA
IN42,1045,1-00S969-X84-B40-140,2021-08,0.0,EA
IN42,1045,1-00S969-X84-B40-140,2021-09,288.0,EA
IN42,1045,1-00S969-X84-B40-140,2021-10,1728.0,EA
IN42,1045,1-00S969-X84-B40-140,2021-11,2400.0,EA
IN42,1045,1-00S969-X84-B40-140,2021-12,416.0,EA
IN42,1045,1-00S969-X84-B40-140,2022-01,192.0,EA
IN42,1045,1-00S969-X84-B40-140,2022-02,128.0,EA
IN42,1045,1-00S969-X84-B40-140,2022-03,1760.0,EA
IN42,1045,1-00S969-X84-B40-140,2022-04,0.0,EA
IN42,1045,1-00S970-X84-B20-120,2021-09,108.0,EA
IN42,1045,1-00S970-X84-B20-120,2021-10,936.0,EA
IN42,1045,1-00S970-X84-B20-120,2021-11,180.0,EA
IN42,1045,1-00S970-X84-B20-120,2021-12,0.0,EA
IN42,1045,1-00S970-X84-B20-120,2022-01,36.0,EA
IN42,1045,1-00S970-X84-B20-120,2022-02,108.0,EA
IN42,1045,1-00S970-X84-B20-120,2022-03,180.0,EA
IN42,1045,1-00S970-X84-B20-120,2022-04,0.0,EA
IN42,1045,1-00S970-X84-B40-140,2020-09,32.0,EA
IN42,1045,1-00S970-X84-B40-140,2020-10,32.0,EA
IN42,1045,1-00S970-X84-B40-140,2020-11,0.0,EA
IN42,1045,1-00S970-X84-B40-140,2020-12,0.0,EA
IN42,1045,1-00S970-X84-B40-140,2021-01,0.0,EA
IN42,1045,1-00S970-X84-B40-140,2021-02,0.0,EA
IN42,1045,1-00S970-X84-B40-140,2021-03,0.0,EA
IN42,1045,1-00S970-X84-B40-140,2021-04,32.0,EA
IN42,1045,1-00S970-X84-B40-140,2021-05,0.0,EA
IN42,1045,1-00S970-X84-B40-140,2021-06,0.0,EA
IN42,1045,1-00S970-X84-B40-140,2021-07,0.0,EA
IN42,1045,1-00S970-X84-B40-140,2021-08,32.0,EA
IN42,1045,1-00S970-X84-B40-140,2021-09,224.0,EA
IN42,1045,1-00S970-X84-B40-140,2021-10,1120.0,EA
IN42,1045,1-00S970-X84-B40-140,2021-11,320.0,EA
IN42,1045,1-00S970-X84-B40-140,2021-12,0.0,EA
IN42,1045,1-00S970-X84-B40-140,2022-01,352.0,EA
IN42,1045,1-00S970-X84-B40-140,2022-02,96.0,EA
IN42,1045,1-00S970-X84-B40-140,2022-03,1856.0,EA
IN42,1045,1-00S970-X84-B40-140,2022-04,0.0,EA
IN42,1045,1-00S971-L84-140-140,2019-05,7656.0,EA
IN42,1045,1-00S971-L84-140-140,2019-06,15936.0,EA
IN42,1045,1-00S971-L84-140-140,2019-07,60768.0,EA
IN42,1045,1-00S971-L84-140-140,2019-08,25210.0,EA
IN42,1045,1-00S971-L84-140-140,2019-09,3564.0,EA
IN42,1045,1-00S971-L84-140-140,2019-10,62906.0,EA
IN42,1045,1-00S971-L84-140-140,2019-11,49191.0,EA
IN42,1045,1-00S971-L84-140-140,2019-12,33108.0,EA
IN42,1045,1-00S971-L84-140-140,2020-01,68100.0,EA
IN42,1045,1-00S971-L84-140-140,2020-02,14191.0,EA
IN42,1045,1-00S971-L84-140-140,2020-03,55752.0,EA
IN42,1045,1-00S971-L84-140-140,2020-04,25080.0,EA
IN42,1045,1-00S971-L84-140-140,2020-05,32904.0,EA
IN42,1045,1-00S971-L84-140-140,2020-06,25584.0,EA
IN42,1045,1-00S971-L84-140-140,2020-07,11328.0,EA
IN42,1045,1-00S971-L84-140-140,2020-08,27888.0,EA
IN42,1045,1-00S971-L84-140-140,2020-09,29328.0,EA
IN42,1045,1-00S971-L84-140-140,2020-10,31968.0,EA
IN42,1045,1-00S971-L84-140-140,2020-11,42567.0,EA
IN42,1045,1-00S971-L84-140-140,2020-12,40190.0,EA
IN42,1045,1-00S971-L84-140-140,2021-01,55685.0,EA
IN42,1045,1-00S971-L84-140-140,2021-02,30294.0,EA
IN42,1045,1-00S971-L84-140-140,2021-03,55728.0,EA
IN42,1045,1-00S971-L84-140-140,2021-04,37104.0,EA
IN42,1045,1-00S971-L84-140-140,2021-05,28992.0,EA
IN42,1045,1-00S971-L84-140-140,2021-06,34464.0,EA
IN42,1045,1-00S971-L84-140-140,2021-07,26664.0,EA
IN42,1045,1-00S971-L84-140-140,2021-08,,EA
IN42,1045,1-00S971-L84-140-140,2021-09,36726.0,EA
IN42,1045,1-00S971-L84-140-140,2021-10,40128.0,EA
IN42,1045,1-00S971-L84-140-140,2021-11,33096.0,EA
IN42,1045,1-00S971-L84-140-140,2021-12,8.0,EA
IN42,1045,1-00S971-L84-140-140,2022-01,0.0,EA
IN42,1045,1-00S971-L84-140-140,2022-02,0.0,EA
IN42,1045,1-00S971-L84-140-140,2022-03,0.0,EA
IN42,1045,1-00S971-L84-140-140,2022-04,0.0,EA
IN42,1045,1-00S972-L84-140-140,2019-05,8088.0,EA
IN42,1045,1-00S972-L84-140-140,2019-06,17472.0,EA
IN42,1045,1-00S972-L84-140-140,2019-07,77856.0,EA
IN42,1045,1-00S972-L84-140-140,2019-08,30464.0,EA
IN42,1045,1-00S972-L84-140-140,2019-09,1233.0,EA
IN42,1045,1-00S972-L84-140-140,2019-10,68819.0,EA
IN42,1045,1-00S972-L84-140-140,2019-11,61464.0,EA
IN42,1045,1-00S972-L84-140-140,2019-12,32200.0,EA
IN42,1045,1-00S972-L84-140-140,2020-01,85326.0,EA
IN42,1045,1-00S972-L84-140-140,2020-02,13132.0,EA
IN42,1045,1-00S972-L84-140-140,2020-03,64032.0,EA
IN42,1045,1-00S972-L84-140-140,2020-04,35616.0,EA
IN42,1045,1-00S972-L84-140-140,2020-05,38856.0,EA
IN42,1045,1-00S972-L84-140-140,2020-06,21672.0,EA
IN42,1045,1-00S972-L84-140-140,2020-07,9144.0,EA
IN42,1045,1-00S972-L84-140-140,2020-08,34848.0,EA
IN42,1045,1-00S972-L84-140-140,2020-09,38496.0,EA
IN42,1045,1-00S972-L84-140-140,2020-10,40392.0,EA
IN42,1045,1-00S972-L84-140-140,2020-11,55352.0,EA
IN42,1045,1-00S972-L84-140-140,2020-12,57088.0,EA
IN42,1045,1-00S972-L84-140-140,2021-01,51006.0,EA
IN42,1045,1-00S972-L84-140-140,2021-02,57768.0,EA
IN42,1045,1-00S972-L84-140-140,2021-03,71424.0,EA
IN42,1045,1-00S972-L84-140-140,2021-04,45552.0,EA
IN42,1045,1-00S972-L84-140-140,2021-05,,EA
IN42,1045,1-00S972-L84-140-140,2021-06,40776.0,EA
IN42,1045,1-00S972-L84-140-140,2021-07,25440.0,EA
IN42,1045,1-00S972-L84-140-140,2021-08,47688.0,EA
IN42,1045,1-00S972-L84-140-140,2021-09,47236.0,EA
IN42,1045,1-00S972-L84-140-140,2021-10,51384.0,EA
IN42,1045,1-00S972-L84-140-140,2021-11,23736.0,EA
IN42,1045,1-00S972-L84-140-140,2021-12,0.0,EA
IN42,1045,1-00S972-L84-140-140,2022-01,0.0,EA
IN42,1045,1-00S972-L84-140-140,2022-02,0.0,EA
IN42,1045,1-00S972-L84-140-140,2022-03,0.0,EA
IN42,1045,1-00S972-L84-140-140,2022-04,0.0,EA
IN42,1045,1-00Y581-L84-120-120,2021-08,288.0,EA
IN42,1045,1-00Y581-L84-120-120,2021-09,312.0,EA
IN42,1045,1-00Y581-L84-120-120,2021-10,3622.0,EA
IN42,1045,1-00Y581-L84-120-120,2021-11,2352.0,EA
IN42,1045,1-00Y581-L84-120-120,2021-12,2790.0,EA
IN42,1045,1-00Y581-L84-120-120,2022-01,4464.0,EA
IN42,1045,1-00Y581-L84-120-120,2022-02,4824.0,EA
IN42,1045,1-00Y581-L84-120-120,2022-03,4776.0,EA
IN42,1045,1-00Y581-L84-120-120,2022-04,0.0,EA
IN42,1045,1-00Y581-L84-140-140,2021-08,3744.0,EA
IN42,1045,1-00Y581-L84-140-140,2021-09,10829.0,EA
IN42,1045,1-00Y581-L84-140-140,2021-10,4609.0,EA
IN42,1045,1-00Y581-L84-140-140,2021-11,12673.0,EA
IN42,1045,1-00Y581-L84-140-140,2021-12,43131.0,EA
IN42,1045,1-00Y581-L84-140-140,2022-01,55872.0,EA
IN42,1045,1-00Y581-L84-140-140,2022-02,46296.0,EA
IN42,1045,1-00Y581-L84-140-140,2022-03,56915.0,EA
IN42,1045,1-00Y581-L84-140-140,2022-04,0.0,EA
IN42,1045,1-00Y581-L84-220-120,2021-08,432.0,EA
IN42,1045,1-00Y581-L84-220-120,2021-09,169.0,EA
IN42,1045,1-00Y581-L84-220-120,2021-10,362.0,EA
IN42,1045,1-00Y581-L84-220-120,2021-11,612.0,EA
IN42,1045,1-00Y581-L84-220-120,2021-12,360.0,EA
IN42,1045,1-00Y581-L84-220-120,2022-01,180.0,EA
IN42,1045,1-00Y581-L84-220-120,2022-02,216.0,EA
IN42,1045,1-00Y581-L84-220-120,2022-03,108.0,EA
IN42,1045,1-00Y581-L84-220-120,2022-04,0.0,EA
IN42,1045,1-00Y581-L84-240-140,2021-08,3072.0,EA
IN42,1045,1-00Y581-L84-240-140,2021-09,1249.0,EA
IN42,1045,1-00Y581-L84-240-140,2021-10,1282.0,EA
IN42,1045,1-00Y581-L84-240-140,2021-11,1024.0,EA
IN42,1045,1-00Y581-L84-240-140,2021-12,2141.0,EA
IN42,1045,1-00Y581-L84-240-140,2022-01,416.0,EA
IN42,1045,1-00Y581-L84-240-140,2022-02,864.0,EA
IN42,1045,1-00Y581-L84-240-140,2022-03,1088.0,EA
IN42,1045,1-00Y581-L84-240-140,2022-04,0.0,EA
IN42,1045,1-00Y581-L84-261-973,2021-08,10640.0,EA
IN42,1045,1-00Y581-L84-261-973,2021-09,13882.0,EA
IN42,1045,1-00Y581-L84-261-973,2021-10,2740.0,EA
IN42,1045,1-00Y581-L84-261-973,2021-11,4680.0,EA
IN42,1045,1-00Y581-L84-261-973,2021-12,5825.0,EA
IN42,1045,1-00Y581-L84-261-973,2022-01,3680.0,EA
IN42,1045,1-00Y581-L84-261-973,2022-02,3630.0,EA
IN42,1045,1-00Y581-L84-261-973,2022-03,3220.0,EA
IN42,1045,1-00Y581-L84-261-973,2022-04,0.0,EA
IN42,1045,1-00Y581-L84-263-662,2021-08,780.0,EA
IN42,1045,1-00Y581-L84-263-662,2021-09,324.0,EA
IN42,1045,1-00Y581-L84-263-662,2021-10,0.0,EA
IN42,1045,1-00Y581-L84-263-662,2021-11,20.0,EA
IN42,1045,1-00Y581-L84-263-662,2021-12,554.0,EA
IN42,1045,1-00Y581-L84-263-662,2022-01,120.0,EA
IN42,1045,1-00Y581-L84-263-662,2022-02,240.0,EA
IN42,1045,1-00Y581-L84-263-662,2022-03,10.0,EA
IN42,1045,1-00Y581-L84-263-662,2022-04,0.0,EA
IN42,1045,1-00Y582-L84-120-120,2021-08,,EA
IN42,1045,1-00Y582-L84-120-120,2021-09,288.0,EA
IN42,1045,1-00Y582-L84-120-120,2021-10,3864.0,EA
IN42,1045,1-00Y582-L84-120-120,2021-11,4900.0,EA
IN42,1045,1-00Y582-L84-120-120,2021-12,6008.0,EA
IN42,1045,1-00Y582-L84-120-120,2022-01,8616.0,EA
IN42,1045,1-00Y582-L84-120-120,2022-02,7248.0,EA
IN42,1045,1-00Y582-L84-120-120,2022-03,8568.0,EA
IN42,1045,1-00Y582-L84-120-120,2022-04,0.0,EA
IN42,1045,1-00Y582-L84-140-140,2021-08,4896.0,EA
IN42,1045,1-00Y582-L84-140-140,2021-09,6650.0,EA
IN42,1045,1-00Y582-L84-140-140,2021-10,3273.0,EA
IN42,1045,1-00Y582-L84-140-140,2021-11,25927.0,EA
IN42,1045,1-00Y582-L84-140-140,2021-12,42267.0,EA
IN42,1045,1-00Y582-L84-140-140,2022-01,57456.0,EA
IN42,1045,1-00Y582-L84-140-140,2022-02,64248.0,EA
IN42,1045,1-00Y582-L84-140-140,2022-03,58437.0,EA
IN42,1045,1-00Y582-L84-140-140,2022-04,0.0,EA
IN42,1045,1-00Y582-L84-220-120,2021-08,324.0,EA
IN42,1045,1-00Y582-L84-220-120,2021-09,286.0,EA
IN42,1045,1-00Y582-L84-220-120,2021-10,396.0,EA
IN42,1045,1-00Y582-L84-220-120,2021-11,504.0,EA
IN42,1045,1-00Y582-L84-220-120,2021-12,540.0,EA
IN42,1045,1-00Y582-L84-220-120,2022-01,216.0,EA
IN42,1045,1-00Y582-L84-220-120,2022-02,,EA
IN42,1045,1-00Y582-L84-220-120,2022-03,36.0,EA
IN42,1045,1-00Y582-L84-220-120,2022-04,0.0,EA
IN42,1045,1-00Y582-L84-240-140,2021-08,1664.0,EA
IN42,1045,1-00Y582-L84-240-140,2021-09,1018.0,EA
IN42,1045,1-00Y582-L84-240-140,2021-10,876.0,EA
IN42,1045,1-00Y582-L84-240-140,2021-11,704.0,EA
IN42,1045,1-00Y582-L84-240-140,2021-12,1792.0,EA
IN42,1045,1-00Y582-L84-240-140,2022-01,416.0,EA
IN42,1045,1-00Y582-L84-240-140,2022-02,544.0,EA
IN42,1045,1-00Y582-L84-240-140,2022-03,1888.0,EA
IN42,1045,1-00Y582-L84-240-140,2022-04,0.0,EA
IN42,1045,1-00Y582-L84-261-973,2021-08,7580.0,EA
IN42,1045,1-00Y582-L84-261-973,2021-09,7024.0,EA
IN42,1045,1-00Y582-L84-261-973,2021-10,2382.0,EA
IN42,1045,1-00Y582-L84-261-973,2021-11,3650.0,EA
IN42,1045,1-00Y582-L84-261-973,2021-12,4967.0,EA
IN42,1045,1-00Y582-L84-261-973,2022-01,3070.0,EA
IN42,1045,1-00Y582-L84-261-973,2022-02,2930.0,EA
IN42,1045,1-00Y582-L84-261-973,2022-03,2980.0,EA
IN42,1045,1-00Y582-L84-261-973,2022-04,0.0,EA
IN42,1045,1-00Y582-L84-263-662,2021-08,140.0,EA
IN42,1045,1-00Y582-L84-263-662,2021-09,408.0,EA
IN42,1045,1-00Y582-L84-263-662,2021-10,2661.0,EA
IN42,1045,1-00Y582-L84-263-662,2021-11,3100.0,EA
IN42,1045,1-00Y582-L84-263-662,2021-12,2897.0,EA
IN42,1045,1-00Y582-L84-263-662,2022-01,4650.0,EA
IN42,1045,1-00Y582-L84-263-662,2022-02,3910.0,EA
IN42,1045,1-00Y582-L84-263-662,2022-03,4430.0,EA
IN42,1045,1-00Y582-L84-263-662,2022-04,0.0,EA
